Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,0,0,0,23,0,19,50,0,8,0,0,0,1311.68,985.83,325.85,0.695737451,0,0.695737451,0.304262549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,0,0,0,21,0,31,33,0,15,0,0,0,1353.01,1105.51,247.5,0.545794768,0,0.545794768,0.454205232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,0,0,0,28,0,21,46,0,5,0,0,0,1388.04,985.94,402.1,0.657600797,0,0.657600797,0.342399203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,0,0,0,24,0,36,31,0,9,0,0,0,1356.3,1102.84,253.46,0.417573313,0,0.417573313,0.582426687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,0,0,0,34,0,14,40,0,12,0,0,0,1451.14,986.81,464.33,0.25411676,0,0.25411676,0.74588324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,0,0,0,20,0,20,48,0,12,0,0,0,1318.16,983.51,334.65,0.563026471,0,0.563026471,0.436973529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,0,0,0,22,0,26,46,0,6,0,0,0,1341.62,986.04,355.58,0.802733797,0,0.802733797,0.197266203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,0,0,0,22,0,20,49,0,9,0,0,0,1317.1,984.6,332.5,0.66804115,0,0.66804115,0.33195885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,0,0,0,25,0,24,45,0,6,0,0,0,1374.8,985.95,388.85,0.709978873,0,0.709978873,0.290021127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,0,0,0,32,0,22,34,0,12,0,0,0,1448.02,1107,341.02,0.297439382,0,0.297439382,0.702560618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,0,0,0,26,0,19,35,0,20,0,0,0,1415.35,1211.98,203.37,0.314361645,0,0.314361645,0.685638355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,0,0,0,46,0,18,31,0,5,0,0,0,1507.26,1090.38,416.88,0.01803449,0.015502718,0.033537208,0.966462792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,0,0,0,32,0,18,31,0,19,0,0,0,1439.53,1103.5,336.03,0.207644154,0,0.207644154,0.792355846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,0,0,0,22,0,10,49,0,19,0,0,0,1342.28,989.89,352.39,0.375082782,0,0.375082782,0.624917218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,0,0,0,23,0,22,49,0,6,0,0,0,1320.39,985.51,334.88,0.784882662,0,0.784882662,0.215117338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,0,0,0,26,0,18,51,0,5,0,0,0,1316.36,986.39,329.97,0.76309842,0,0.76309842,0.23690158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,0,0,0,20,0,25,43,0,12,0,0,0,1349.53,984.65,364.88,0.653108329,0,0.653108329,0.346891671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,0,0,0,22,0,27,46,0,5,0,0,0,1341.11,987.1,354.01,0.8317652,0,0.8317652,0.1682348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,0,0,0,27,0,27,39,0,7,0,0,0,1417.39,1111.31,306.08,0.570737421,0,0.570737421,0.429262579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,0,0,0,29,0,24,30,0,17,0,0,0,1409.91,1103.48,306.43,0.247902972,0,0.247902972,0.752097028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,0,0,0,45,0,15,30,0,10,0,0,0,1494.55,1090.37,404.18,0.051934392,0.022663479,0.07459787,0.92540213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,0,0,0,21,0,20,40,0,19,0,0,0,1379.13,983.51,395.62,0.392110649,0,0.392110649,0.607889351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,0,0,0,27,0,18,50,0,5,0,0,0,1336.65,987.26,349.39,0.725440699,0,0.725440699,0.274559301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,0,0,0,24,0,21,38,0,17,0,0,0,1400.31,1128.68,271.63,0.40307617,0,0.40307617,0.59692383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,0,0,0,30,0,15,48,0,7,0,0,0,1377.22,988.88,388.34,0.605775144,0,0.605775144,0.394224856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,0,0,0,26,0,10,49,0,15,0,0,0,1350.4,992.88,357.52,0.461823373,0,0.461823373,0.538176627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,0,0,0,39,0,12,35,0,14,0,0,0,1478.21,989.47,488.74,0.079686629,0,0.079686629,0.920313371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,0,0,0,39,0,17,36,0,8,0,0,0,1487.17,1209.05,278.12,0.212702786,0,0.212702786,0.787297214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,0,0,0,20,0,32,37,0,11,0,0,0,1353.96,1105.58,248.38,0.685066838,0,0.685066838,0.314933162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,0,0,0,22,0,35,32,0,11,0,0,0,1347.4,1102.68,244.72,0.514543819,0,0.514543819,0.485456181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,0,0,0,29,0,11,42,0,18,0,0,0,1416.27,987.88,428.39,0.221936705,0,0.221936705,0.778063295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,0,0,0,30,0,30,35,0,5,0,0,0,1436.67,1109.96,326.71,0.310454331,0,0.310454331,0.689545669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,0,0,0,22,0,15,48,0,15,0,0,0,1339.94,985.12,354.82,0.382304523,0,0.382304523,0.617695477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,0,0,0,37,0,21,31,0,11,0,0,0,1464.95,1102.11,362.84,0.078274646,0,0.078274646,0.921725354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,0,0,0,26,0,38,30,0,6,0,0,0,1360.82,1104.89,255.93,0.207693637,0,0.207693637,0.792306363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,0,0,0,26,0,18,37,0,19,0,0,0,1416.22,1074.93,341.29,0.289408246,0,0.289408246,0.710591754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,0,0,0,35,0,20,33,0,12,0,0,0,1462.5,1105.44,357.06,0.209606595,0,0.209606595,0.790393405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,0,0,0,37,0,15,39,0,9,0,0,0,1471.1,987.9,483.2,0.259338695,0,0.259338695,0.740661305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,0,0,0,22,0,16,51,0,11,0,0,0,1300.7,985.9,314.8,0.561349716,0,0.561349716,0.438650284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,0,0,0,29,0,27,33,0,11,0,0,0,1422.59,1102.8,319.79,0.369670258,0,0.369670258,0.630329742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,0,0,0,41,0,13,40,0,6,0,0,0,1484.4,994.82,489.58,0.259626015,0,0.259626015,0.740373985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,0,0,0,20,0,21,47,0,12,0,0,0,1326.02,983.51,342.51,0.581948401,0,0.581948401,0.418051599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,0,0,0,22,0,23,47,0,8,0,0,0,1334.85,985.62,349.23,0.72593153,0,0.72593153,0.27406847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,0,0,0,43,0,11,36,0,10,0,0,0,1493.18,995.88,497.3,0.088958758,0,0.088958758,0.911041242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,0,0,0,34,0,10,46,0,10,0,0,0,1408.8,1000.88,407.92,0.48704182,0,0.48704182,0.51295818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,0,0,0,39,0,23,31,0,7,0,0,0,1475.49,1102.12,373.37,0.01186313,0,0.01186313,0.98813687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,0,0,0,40,0,13,37,0,10,0,0,0,1484.65,989.29,495.36,0.151190223,0,0.151190223,0.848809777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,0,0,0,29,0,21,34,0,16,0,0,0,1430.03,1113.64,316.39,0.31759459,0,0.31759459,0.68240541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,0,0,0,30,0,16,46,0,8,0,0,0,1397.15,986.91,410.24,0.524128393,0,0.524128393,0.475871607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,0,0,0,42,0,14,37,0,7,0,0,0,1496.54,991.18,505.36,0.173089864,0,0.173089864,0.826910136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,0,0,0,27,0,31,35,0,7,0,0,0,1412.81,1108.68,304.13,0.478728888,0,0.478728888,0.521271112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,0,0,0,26,0,11,47,0,16,0,0,0,1369.6,989.89,379.71,0.378134084,0,0.378134084,0.621865916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,0,0,0,24,0,32,31,0,13,0,0,0,1364.51,1103.51,261,0.401333216,0,0.401333216,0.598666784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,0,0,0,21,0,39,35,0,5,0,0,0,1349.99,1109.66,240.33,0.584329055,0,0.584329055,0.415670945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,0,0,0,29,0,11,53,0,7,0,0,0,1304.35,997.88,306.47,0.808066721,0,0.808066721,0.191933279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,0,0,0,37,0,11,43,0,9,0,0,0,1446.28,997.9,448.38,0.372951522,0,0.372951522,0.627048478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,0,0,0,23,0,24,41,0,12,0,0,0,1382.62,985.88,396.74,0.579247767,0,0.579247767,0.420752233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,0,0,0,52,0,11,31,0,6,0,0,0,1517.58,1187.24,330.34,0.037580971,0.004599892,0.042180862,0.957819138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,0,0,0,42,0,16,36,0,6,0,0,0,1500.7,1136.87,363.83,0.181705982,0,0.181705982,0.818294018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,0,0,0,39,0,17,33,0,11,0,0,0,1481.83,1106.98,374.85,0.132943453,0,0.132943453,0.867056547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,0,0,0,29,0,11,46,0,14,0,0,0,1389.23,990.91,398.32,0.398004018,0,0.398004018,0.601995982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,0,0,0,29,0,12,41,0,18,0,0,0,1421.52,985.84,435.68,0.197870049,0,0.197870049,0.802129951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,0,0,0,45,0,13,33,0,9,0,0,0,1503.03,1118.69,384.34,0.039607706,0,0.039607706,0.960392294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,0,0,0,22,0,36,33,0,9,0,0,0,1352.57,1106.75,245.82,0.532860459,0,0.532860459,0.467139541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,0,0,0,22,0,21,44,0,13,0,0,0,1363.21,983.5,379.71,0.526992569,0,0.526992569,0.473007431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,0,0,0,38,0,13,44,0,5,0,0,0,1451.15,999.04,452.11,0.411380163,0,0.411380163,0.588619837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,0,0,0,33,0,20,32,0,15,0,0,0,1447.86,1104.78,343.08,0.211740459,0,0.211740459,0.788259541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,0,0,0,21,0,18,55,0,6,0,0,0,1247.57,985.88,261.69,0.779973057,0,0.779973057,0.220026943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,0,0,0,34,0,15,32,0,19,0,0,0,1453.8,1106.52,347.28,0.144089636,0,0.144089636,0.855910364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,0,0,0,49,0,11,34,0,6,0,0,0,1515.87,1024.52,491.35,0.026931441,0,0.026931441,0.973068559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,0,0,0,21,0,28,32,0,19,0,0,0,1355.47,1102.63,252.84,0.533176178,0,0.533176178,0.466823822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,0,0,0,30,0,15,39,0,16,0,0,0,1434.58,986.05,448.53,0.23585618,0,0.23585618,0.76414382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,0,0,0,40,0,11,40,0,9,0,0,0,1473.54,998.88,474.66,0.250801935,0,0.250801935,0.749198065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,0,0,0,38,0,11,31,0,20,0,0,0,1465.81,1103.05,362.76,0.066815727,0,0.066815727,0.933184273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,0,0,0,33,0,19,41,0,7,0,0,0,1448.84,987.51,461.33,0.430986426,0,0.430986426,0.569013574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,0,0,0,23,0,28,34,0,15,0,0,0,1380.03,1105,275.03,0.517357906,0,0.517357906,0.482642094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,0,0,0,21,0,24,39,0,16,0,0,0,1374.35,1168.68,205.67,0.52462049,0,0.52462049,0.47537951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,0,0,0,21,0,39,32,0,8,0,0,0,1328.85,1105.44,223.41,0.504879792,0,0.504879792,0.495120208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,0,0,0,32,0,23,34,0,11,0,0,0,1447.92,1103.24,344.68,0.315834773,0,0.315834773,0.684165227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,0,0,0,20,0,28,36,0,16,0,0,0,1360.36,1115.88,244.48,0.605563214,0,0.605563214,0.394436786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,0,0,0,24,0,20,41,0,15,0,0,0,1393.08,983.51,409.57,0.427720346,0,0.427720346,0.572279654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,0,0,0,28,0,21,33,0,18,0,0,0,1421.41,1107.98,313.43,0.313462523,0,0.313462523,0.686537477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,0,0,0,28,0,16,37,0,19,0,0,0,1428.06,986.15,441.91,0.227800865,0,0.227800865,0.772199135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,0,0,0,34,0,17,39,0,10,0,0,0,1457.84,986.27,471.57,0.310360411,0,0.310360411,0.689639589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,0,0,0,30,0,12,48,0,10,0,0,0,1375.06,991.89,383.17,0.548053695,0,0.548053695,0.451946305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,0,0,0,46,0,12,32,0,10,0,0,0,1501.88,1101.05,400.83,0.019860785,0,0.019860785,0.980139215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,0,0,0,24,0,21,37,0,18,0,0,0,1401.31,1211.97,189.34,0.394082872,0,0.394082872,0.605917128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,0,0,0,21,0,26,34,0,19,0,0,0,1368.6,1108.97,259.63,0.516268936,0,0.516268936,0.483731064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,0,0,0,29,0,25,31,0,15,0,0,0,1414.5,1103.5,311,0.291249043,0,0.291249043,0.708750957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,0,0,0,25,0,30,36,0,9,0,0,0,1399.42,1107.63,291.79,0.545446376,0,0.545446376,0.454553624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,0,0,0,40,0,20,32,0,8,0,0,0,1485.26,1102.39,382.87,0.090139236,0,0.090139236,0.909860764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,0,0,0,47,0,14,30,0,9,0,0,0,1501.2,1090.37,410.83,0.046995178,0.032976977,0.079972154,0.920027846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,0,0,0,22,0,20,47,0,11,0,0,0,1339.5,983.51,355.99,0.581539512,0,0.581539512,0.418460488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,0,0,0,22,0,34,37,0,7,0,0,0,1371.29,1109.5,261.79,0.568917946,0,0.568917946,0.431082054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,0,0,0,26,0,28,38,0,8,0,0,0,1410.17,1107.94,302.23,0.571039566,0,0.571039566,0.428960434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,0,0,0,21,0,22,46,0,11,0,0,0,1339.34,983.5,355.84,0.623054756,0,0.623054756,0.376945244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,0,0,0,26,0,14,42,0,18,0,0,0,1403.52,985.09,418.43,0.250464766,0,0.250464766,0.749535234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,0,0,0,29,0,32,33,0,6,0,0,0,1419.06,1108.82,310.24,0.170690534,0,0.170690534,0.829309466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,0,0,0,31,0,24,31,0,14,0,0,0,1428.55,1102,326.55,0.238596789,0,0.238596789,0.761403211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,0,0,0,22,0,10,60,0,8,0,0,0,1176.84,996.9,179.94,0.862085612,0,0.862085612,0.137914388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,0,0,0,29,0,18,40,0,13,0,0,0,1427.2,985.66,441.54,0.356621253,0,0.356621253,0.643378747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,0,0,0,28,0,21,36,0,15,0,0,0,1426.46,1208.09,218.37,0.369515555,0,0.369515555,0.630484445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,0,0,0,31,0,15,40,0,14,0,0,0,1436.76,985.76,451,0.266252635,0,0.266252635,0.733747365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,0,0,0,31,0,15,38,0,16,0,0,0,1441.9,986.32,455.58,0.216732013,0,0.216732013,0.783267987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,0,0,0,28,0,11,54,0,7,0,0,0,1283.94,996.9,287.04,0.849341301,0,0.849341301,0.150658699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,0,0,0,34,0,11,50,0,5,0,0,0,1369.51,1007.82,361.69,0.658932935,0,0.658932935,0.341067065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,0,0,0,25,0,16,51,0,8,0,0,0,1313.09,985.91,327.18,0.696736989,0,0.696736989,0.303263011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,0,0,0,24,0,26,34,0,16,0,0,0,1390.99,1103.28,287.71,0.474255518,0,0.474255518,0.525744482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,0,0,0,41,0,15,37,0,7,0,0,0,1493.94,990.47,503.47,0.195697311,0,0.195697311,0.804302689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,0,0,0,23,0,24,35,0,18,0,0,0,1389.31,1119.45,269.86,0.465430855,0,0.465430855,0.534569145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,0,0,0,21,0,39,34,0,6,0,0,0,1344.14,1108.14,236,0.556247492,0,0.556247492,0.443752508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,0,0,0,29,0,28,35,0,8,0,0,0,1429.38,1108.02,321.36,0.433037232,0,0.433037232,0.566962768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,0,0,0,20,0,25,39,0,16,0,0,0,1365.35,1197.48,167.87,0.562172202,0,0.562172202,0.437827798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,0,0,0,23,0,10,54,0,13,0,0,0,1278.89,993.88,285.01,0.605634838,0,0.605634838,0.394365162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,0,0,0,34,0,23,36,0,7,0,0,0,1464.62,1108,356.62,0.351393998,0,0.351393998,0.648606002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,0,0,0,34,0,12,46,0,8,0,0,0,1413.08,994.9,418.18,0.502184711,0,0.502184711,0.497815289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,0,0,0,42,0,10,34,0,14,0,0,0,1485.22,1043.97,441.25,0.023100402,0,0.023100402,0.976899598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
